PARENTS	HPO_ID	ET	JT	DEF	FLAG
	HP:0004001	Medially deficient radial epiphyses	橈骨骨端の内側欠乏		0
	HP:0004003	Medially flattened radial epiphyses	橈骨骨端の内側扁平化		0
	HP:0004340	Abnormality of vitamin B metabolism	ビタミンB代謝の異常		0
	HP:0004348	Abnormality of bone mineral density	骨ミネラル濃度の異常	This term applies to all changes in bone mineral density which (depending on severity) can be seen on x-rays as a change in density and or structure of the bone. Changes may affect all bones of the organism, just certain bones or only parts of bones and include decreased mineralisation as may be seen in osteoporosis or increased mineralisation and or ossification as in osteopetrosis, exostoses or any kind of atopic calicfications of different origin and distribution. The overall amount of mineralization of the bone-organ can be measured as the amount of matter per cubic centimeter of bones, usually measured by densitometry of the lumbar spine or hip. The measurements are usually reported as g/cm3 or as a Z-score (the number of standard deviations above or below the mean for the patient's age and sex). Note that measurement with this method does not reflect local changes in other bones, and as such might not be correct with regard the hole bone-organ.	0
	HP:0004356	Abnormality of lysosomal metabolism	リソソーム代謝の異常		0
	HP:0004414	Abnormality of the pulmonary artery	肺動脈の異常	An abnormality of the pulmonary artery.	0
	HP:0004453	Overfolding of the superior helices	耳輪上部の過剰な巻き込み	A condition in which the superior portion of the helix is folded over to a greater degree than normal.	0
	HP:0004463	Absent brainstem auditory responses	脳幹聴覚反応欠損	Lack of measurable response to stimulation of auditory evoked potentials.	0
	HP:0004474	Persistent open anterior fontanelle	持続性に開いた大泉門	The anterior fontanelle generally ossifies by around the 18th month of life. A persistent open anterior fontanelle is diagnosed if closure is delayed beyond this age.	0
	HP:0004581	Increased anterior vertebral height	前部脊椎高増加		0
	HP:0004589	Dysplasia of second lumbar vertebra	第2腰椎異形成		0
	HP:0004784	Juvenile gastrointestinal polyposis	若年性胃腸ポリープ症	The presence of multiple juvenile polyps in the stomach and intestine. The term juvenile polyps refer to a special histopathology and not the age of onset as the polyp might be diagnosed at all ages. The juvenile polyp has a spherical appearance and is microscopically characterized by overgrowth of an oedematous lamina propria with inflammatory cells and cystic glands. Juvenile polyps are a specific type of hamartomatous polyps.	0
	HP:0004818	Paroxysmal nocturnal hemoglobinuria	発作性夜間ヘモグロビン尿		0
	HP:0004916	Generalized distal tubular acidosis	全般性遠位尿細管アシドーシス		0
	HP:0005004	Flattened proximal radial epiphyses	平坦な近位橈骨骨端	An abnormally flat form of the proximal epiphysis of the radius.	0
	HP:0005041	Irregular capital femoral epiphysis	不規則な大腿骨骨頭骨端	Irregular surface of the normally relatively smooth capital femoral epiphysis.	0
	HP:0005042	Irregular, rachitic-like metaphyses	不規則なくる病様骨幹端		0
	HP:0005141	Episodes of ventricular tachycardia	心室性頻拍エピソード		0
	HP:0005144	Left ventricular septal hypertrophy	左室中隔肥大	The dividing wall between left and right sides of the heart, thickens and bulges into the left ventricle.	0
	HP:0005296	obsolete Occlusive vascular disease	閉塞性血管病		0
	HP:0005315	Peripheral artery occlusive disease	閉塞性動脈疾患		0
	HP:0005316	Peripheral pulmonary vessel aplasia	末梢肺血管無形成		0
	HP:0005344	Abnormality of the carotid arteries	頸動脈の異常	Any structural abnormality of the carotid arteries, including the common carotid artery and its' arterial branches.	0
	HP:0005356	Decreased serum complement factor I	血清補体factorI減少	A reduced level of the complement component Factor I in circulation.	0
	HP:0005369	Decreased serum complement factor H	血清補体factorH減少	A reduced level of the complement component Factor H in circulation.	0
	HP:0005402	Primary T-lymphocyte immune abnormalities	原発性T-リンパ球免疫異常		1
	HP:0005406	Recurrent bacterial skin infections	反復性細菌性皮膚感染症	Increased susceptibility to bacterial infections of the skin, as manifested by recurrent episodes of infectious dermatitis.	0
	HP:0005416	Decreased serum complement factor B	血清補体factorB減少	A reduced level of the complement component factor B in circulation.	0
	HP:0005451	Decreased cranial base ossification	頭蓋底骨化減少		0
	HP:0005477	Progressive sclerosis of skull base	頭蓋底の進行性硬化症	Progressively increasing bone density of the skull base without significant changes in bony contour.	0
	HP:0005495	Metopic suture patent to nasal root	鼻根部へ開いた人字縫合	The frontal suture divides the two halves of the frontal bone in infants and usually fuses by the age of six years. The suture runs from the bregma (the point on the skull at which the coronal suture is intersected perpendicularly by the sagittal suture) to the nasion or nasal root. This term applies if the suture is widely patent from bregma to nasal root.	0
	HP:0005532	Macrocytic dyserythropoietic anemia	大球性異常造血性貧血		0
	HP:0005542	Prolonged whole-blood clotting time	全血凝固時間遷延	An abnormal prolongation (delay) in the time required by whole blood to produce a visible clot.	0
	HP:0005621	Trapezoidal shaped vertebral bodies	台形の椎体骨		0
	HP:0005913	Abnormality of metacarpal epiphyses	中手骨骨端の異常		0
	HP:0005930	Abnormality of epiphysis morphology	骨端の異常	An anomaly of epiphysis, which is the expanded articular end of a long bone that developes from a secondary ossification center, and which during the period of growth is either entirely cartilaginous or is separated from the shaft by a cartilaginous disk.	0
	HP:0005954	Pulmonary capillary hemangiomatosis	肺毛細血管血管腫症		0
	HP:0006060	Tombstone-shaped proximal phalanges	墓石型基節骨		0
	HP:0006163	Enlarged metacarpophalangeal joints	中手骨指骨(MP)関節の拡大		0
	HP:0006209	Partial-complete absence of 5th phalanges	第5指趾骨の部分?完全欠損		1
	HP:0006338	Malformation of mandibular premolar	下顎小臼歯奇形	An abnormality of the morphology of secondary premolar tooth.	0
	HP:0006386	Hypoplastic distal radial epiphyses	遠位橈骨骨端低形成	Underdevelopment of the distal epiphysis of the radius.	0
	HP:0006415	Cortically dense long tubular bones	皮質の濃い長管骨	Increased density of the compact bone of long bone.	0
	HP:0006432	Trapezoidal distal femoral condyles	台形の遠位大腿骨顆		0
	HP:0006449	Distal radial epiphyseal osteolysis	遠位橈骨骨端融解		0
	HP:0006456	Irregular proximal tibial epiphyses	不規則な近位脛骨骨端	Anomaly of the contour of the proximal epiphysis of the tibia such that its normally smooth appearance is irregular.	0
	HP:0006535	Recurrent intrapulmonary hemorrhage	反復性肺内出血	A recurrent hemorrhage occurring within the lung.	0
	HP:0006710	Aplasia/Hypoplasia of the clavicles	鎖骨無形成/低形成	Absence or underdevelopment of the clavicles (collar bones).	0
	HP:0006739	Squamous cell carcinoma of the skin	皮膚基底細胞癌	Squamous cell carcinoma of the skin is a malignant tumor of squamous epithelium.	0
	HP:0006758	Malignant genitourinary tract tumor	悪性泌尿生殖器腫瘍	The presence of a malignant neoplasm of the genital system.	0
	HP:0006778	Benign genitourinary tract neoplasm	良性泌尿生殖器新生物	A non-malignant neoplasm of the genitourinary system.	0
	HP:0006886	Impaired distal vibration sensation	遠位振動覚障害	A decrease in the ability to perceive vibration in the distal portions of the limbs.	0
	HP:0006889	Intellectual disability, borderline	"知的障害,境界域"	Borderline intellectual disability is defined as an intelligence quotient (IQ) in the range of 70-85.	0
	HP:0006958	Abnormal auditory evoked potentials	異常な聴性誘発反応	An abnormality of the auditory evoked potentials, which are used to trace the signal generated by a sound, from the cochlear nerve, through the lateral lemniscus, to the medial geniculate nucleus, and to the cortex.	0
	HP:0006962	Gait instability, worse in the dark	"歩行不安定,暗所での悪化"		0
	HP:0006964	Cerebral cortical neurodegeneration	大脳皮質神経変性		0
	HP:0007009	Central nervous system degeneration	中枢神経変性		0
	HP:0007108	Demyelinating peripheral neuropathy	脱髄性末梢運動神経ニューロパチー	Demyelinating neuropathy is characterized by slow nerve conduction velocities with reduced amplitudes of sensory/motor nerve conduction and prolonged distal latencies.	0
	HP:0007362	Aplasia/Hypoplasia of the brainstem	脳幹無形成/低形成		0
	HP:0007379	Neoplasm of the genitourinary tract	泌尿生殖器新生物	A tumor (abnormal growth of tissue) of the genitourinary system.	0
	HP:0007381	Congenital exfoliative erythroderma	先天性剥奪性紅皮症		0
	HP:0007394	Prominent superficial blood vessels	目立つ体表血管		0
	HP:0007411	Hypoplastic-absent sebaceous glands	皮脂腺低形成-無形成		0
	HP:0007447	Diffuse palmoplantar hyperkeratosis	びまん性掌蹠過角化症		0
	HP:0007448	Hyperkeratosis over edematous areas	浮腫領域上の過角化症		0
	HP:0007449	Confetti-like hypopigmented macules	Confetti様低色素斑		0
	HP:0007451	Ipsilateral lack of facial sweating	同側の顔面発汗欠如		0
	HP:0007499	Recurrent staphylococcal infections	反復性ブドウ球菌感染症	Increased susceptibility to staphylococcal infections, as manifested by recurrent episodes of staphylococcal infections.	0
	HP:0007506	Congenital absence of skin of limbs	先天性四肢皮膚欠損		0
	HP:0007521	Irregular hyperpigmentation of back	顔の不規則な高色素		0
	HP:0007601	Midline facial capillary hemangioma	正中顔面毛細血管腫		0
	HP:0007621	Telangiectasia of extensor surfaces	伸展筋表面の毛細血管拡張		0
	HP:0007685	Peripheral retinal avascularization	末梢網膜無血管化		0
	HP:0007703	Abnormality of retinal pigmentation	網膜色素異常		0
	HP:0007759	Opacification of the corneal stroma	角膜間質混濁形成	Reduced transparency of the stroma of cornea.	0
	HP:0007814	Retinal pigment epithelial mottling	塩胡椒網膜症	Mottling (spots or blotches with different shades) of the retinal pigment epithelium, i.e., localized or generalized fundal pigment granularity associated with processes at the level of the retinal pigment epithelium.	0
	HP:0007944	Intermittent microsaccadic pursuits	間歇的小サッケード性追視		0
	HP:0007946	Unilateral narrow palpebral fissure	片側性狭い眼瞼裂	A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures on one side only.	0
	HP:0007950	Peripapillary chorioretinal atrophy	乳頭周囲脈絡膜網膜萎縮	Chorioretinal atrophy concentrated around the optic papilla (i.e., the optic nerve head).	0
	HP:0007956	obsolete Bilateral choroid coloboma	両側性脈絡膜コロボーマ		0
	HP:0007961	Rarefaction of retinal pigmentation	希薄な網膜色素		0
	HP:0008002	Abnormality of macular pigmentation	黄斑色素の異常	Abnormality of macular or foveal pigmentation.	0
	HP:0008048	Abnormality of the line of Schwalbe	Schwalbe線の異常	An abnormality of the line of Schwalbe.	0
	HP:0008158	Hyperapobetalipoproteinemia	高アポβリポタンパク血症	Hyperapobetalipoproteinemia is defined as the combination of a normal low density lipoprotein (LDL) cholesterol in the face of an increased LDL apolipoprotein B (apoB) protein.	1
	HP:0008240	Secondary growth hormone deficiency	二次性成長ホルモン欠乏症		0
	HP:0008259	Adrenocorticotropin receptor defect	副腎皮質刺激ホルモン(ACTH)受容体(ACTHR)障害	Adrenal insufficiency secondary to a defect in the ACTH receptor.	0
	HP:0008301	Dermatan sulfate excretion in urine	尿中硫酸デルマタン排泄	An increased concentration of dermatan sulfate in the urine.	0
	HP:0008372	Abnormality of vitamin A metabolism	ビタミンA代謝の異常		0
	HP:0008441	Herniation of intervertebral nuclei	椎間板核のヘルニア	The presence of one or more herniated nucleus pulposus of intervertebral disk.	0
	HP:0008461	Cervical vertebral facet hypoplasia	頚椎椎間関節低形成		0
	HP:0008491	Premature anterior fontanel closure	早発性大泉門閉鎖	Early closure (ossification) of the anterior fontanelle, which generally undergoes closure around the 18th month of life.	0
	HP:0008515	Aplasia/Hypoplasia of the vertebrae	脊椎		0
	HP:0008774	Aplasia/Hypoplasia of the inner ear	内耳無形成/低形成	Aplasia or developmental hypoplasia of the inner ear.	0
	HP:0008801	Hypoplasia of the lesser trochanter	小転子低形成	Underdevelopment of the lesser trochanter.	0
	HP:0008850	Severe postnatal growth retardation	重度の生後の成長遅滞	Severely slow or limited growth after birth, being four standard deviations or more below age- and sex-related norms.	0
	HP:0008955	Progressive distal muscular atrophy	進行性遠位筋萎縮	Progressive muscular atrophy affecting muscles in the distal portions of the extremities.	0
	HP:0009067	Progressive spinal muscular atrophy	進行性脊髄性筋萎縮	Progressive spinal muscular atrophy, i.e., muscular weakness and atrophy related to loss of the motor neurons of the spinal cord and brainstem.	0
	HP:0009090	obsolete Facial diplegic appearance	顔面両麻痺外観		0
	HP:0009162	Absent middle phalanx of 5th finger	第5指中節骨欠損	Absence of the middle phalanx of the little (5th) finger.	0
	HP:0009177	Proximal/middle symphalangism of 5th finger	第5指基節骨/中節骨癒合症	Fusion of the proximal and middle phalanges of the 5th finger.	1
	HP:0009183	Joint contracture of the 5th finger	第5指関節拘縮	Chronic loss of joint motion in the 5th finger due to structural changes in non-bony tissue. The term camptodactyly of the 5th finger is used if the distal and/or proximal interphalangeal joints are affected.	0
	HP:0009192	Aplasia/Hypoplasia of the proximal phalanx of the 5th finger	第5指基節骨無形成/低形成	Absence or underdevelopment (hypoplasia) of the proximal phalanx of the little (5th) finger.	1
	HP:0009239	Aplasia/Hypoplasia of the distal phalanx of the 5th finger	第5指末節骨無形成/低形成		1
	HP:0009274	Joint contracture of the 4th finger	第4指関節拘縮	Chronic loss of joint motion in the 4th finger due to structural changes in non-bony tissue. The term camptodactyly of the 4th finger is used if the distal and/or proximal interphalangeal joints are affected.	0
	HP:0009289	Aplasia/Hypoplasia of the distal phalanx of the 4th finger	第4指末節骨無形成/低形成		1
	HP:0009294	Absent middle phalanx of 4th finger	第4指中節骨欠損	Absence of the middle phalanx of the ring (4th) finger.	0
	HP:0009300	Aplasia/Hypoplasia of the proximal phalanx of the 4th finger	第4指基節骨無形成/低形成		1
	HP:0009319	Joint contracture of the 3rd finger	第3指関節拘縮	Chronic loss of joint motion in the 3rd finger due to structural changes in non-bony tissue. The term camptodactyly of the 3rd finger is used if the distal and/or proximal interphalangeal joints are affected.	0
	HP:0009383	Bracket epiphyses of the 5th finger	第5指のブラケット骨端	An abnormality of the fifth finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	0
1955	HP:0009394	Bracket epiphyses of the 4th finger	第4指のブラケット骨端	An abnormality of the fourth finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	0
	HP:0009411	Bracket epiphyses of the 3rd finger	第3指のブラケット骨端	An abnormality of the third finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	0
	HP:0009421	Aplasia/Hypoplasia of the distal phalanx of the 3rd finger	第3指末節骨無形成/低形成		1
	HP:0009438	Absent middle phalanx of 3rd finger	第3指中節骨欠損	Absence of the middle phalanx of the middle (3rd) finger.	0
	HP:0009457	Aplasia/Hypoplasia of the proximal phalanx of the 3rd finger	第3指基節骨無形成/低形成		1
	HP:0009477	Proximal/middle symphalangism of 4th finger	第4指基節骨/中節骨癒合症	Fusion of the proximal and middle phalanges of the 4th finger.	1
	HP:0009482	Proximal/middle symphalangism of 3rd finger	第3指基節骨/中節骨癒合症	Fusion of the proximal and middle phalanges of the 3rd finger.	1
	HP:0009489	Bracket epiphyses of the 2nd finger	第2指のブラケット骨端	An abnormality of the second finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	0
	HP:0009557	Aplasia/Hypoplasia of the distal phalanx of the 2nd finger	第2指末節骨無形成/低形成		1
	HP:0009576	Absent middle phalanx of 2nd finger	第2指中節骨欠損	Absence of the middle phalanx of the index (2nd) finger.	0
	HP:0009579	Proximal/middle symphalangism of the 2nd finger	第2指基節骨/中節骨癒合症	Fusion of the proximal and middle phalanges of the 2nd finger.	1
	HP:0009580	Aplasia/Hypoplasia of the proximal phalanx of the 2nd finger	第2指基節骨無形成/低形成		1
	HP:0009614	Bifid proximal phalanx of the thumb	二分した母指基節骨	This term applies if the proximal phalanx of the thumb is partially duplicated. Depending on the severity, the appearance on x-ray can vary from a notched phalanx (the duplicated bone is almost completely fused with the phalanx) to a partially fused appearance of the two bones. In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.	0
	HP:0009630	Broad proximal phalanx of the thumb	幅広い母指基節骨	Increased width of the proximal phalanx of the thumb. In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.	0
	HP:0009697	Contracture of the distal interphalangeal joint of the fingers	指の遠位指間(DIP)関節拘縮	Chronic loss of joint motion in one or more distal interphalangeal joints of the fingers.	1
	HP:0009718	Subependymal giant-cell astrocytoma	上衣下巨細胞星状細胞腫	A demarcated, largely intraventricular tumor in the region of the foramen of Monro composed of spindle to large plump or ganglion-like cells with eosinophilic to amphophilic cytoplasm and somewhat pleomorphic nuclei with occasional prominent nucleoli. These tumors are almost always associated with tuberous sclerosis.	0
	HP:0009723	Abnormality of the subungual region	爪下の異常	A lesion located beneath a fingernail or toenail.	0
	HP:0009769	Bullet-shaped phalanges of the hand	弾丸型の手の指骨	The presence of short and wide phalanges which taper distally (\	0
	HP:0009805	Low-output congestive heart failure	低拍出性うっ血性心不全	A form of heart failure characterized by reduced cardiac output. This may be seen in patients with heart failure owing to ischemic heart disease, hypertension, cardiomyopathy, and other causes.	0
	HP:0009808	Anomaly of the upper limb diaphyses	上肢骨幹奇形	A structural abnormality of a diaphysis of the arm.	0
	HP:0009838	Curved distal phalanges of the hand	湾曲した指の末節骨		0
	HP:0009846	Curved middle phalanges of the hand	湾曲した手の中節骨		0
	HP:0010079	Curved distal phalanx of the hallux	湾曲した母趾末節骨	A deviation from the normal straight form of the distal phalanx of the big toe.	0
	HP:0010115	Cone-shaped epiphyses of the hallux	母趾の円錐骨端		0
	HP:0010184	Abnormality of toe proximal phalanx	趾基節骨の異常	A morphological anomaly of one or more proximal phalanges of one or more toes.	0
	HP:0010213	Contracture of the tarsometatarsal joint of the hallux	母趾近位指間(PIP)関節拘縮	Chronic loss of joint motion in the tarsometatarsal joint of the hallux due to structural changes in non-bony tissue. The tarsometatarsal joints of the feet are also called Lisfranc's joints.	1
	HP:0010315	Aplasia/Hypoplasia of the diaphragm	横隔膜無形成/低形成	Absence or underdevelopment of the diaphragm.	0
	HP:0010352	Patchy sclerosis of 2nd toe phalanx	斑状硬化症(第2趾趾骨)	Patchy (irregular) increase in bone density of one or more of the phalanges of the second toe. This can take on many forms depending on severity and distribution as can be seen on x-rays.	0
	HP:0010364	Patchy sclerosis of 3rd toe phalanx	斑状硬化症(第3趾趾骨)	Patchy (irregular) increase in bone density of one or more of the phalanges of the third toe. This can take on many forms depending on severity and distribution as can be seen on x-rays.	0
	HP:0010376	Patchy sclerosis of 4th toe phalanx	斑状硬化症(第4趾趾骨)	Patchy (irregular) increase in bone density of one or more of the phalanges of the fourth toe. This can take on many forms depending on severity and distribution as can be seen on x-rays.	0
	HP:0010388	Patchy sclerosis of 5th toe phalanx	斑状硬化症(第5趾趾骨)	Patchy (irregular) increase in bone density of one or more of the phalanges of the fifth toe. This can take on many forms depending on severity and distribution as can be seen on x-rays.	0
	HP:0010395	Aplasia/hypoplasia of the proximal phalanx of the 2nd toe	第2趾基節骨無形成/低形成	Absence (agenesis) or underdevelopment of one or more of the proximal phalanges of the 2nd toe.	1
	HP:0010405	Broad middle phalanx of the 2nd toe	幅広い第2趾中節骨		0
	HP:0010413	Aplasia/Hypoplasia of the distal phalanx of the 2nd toe	第2趾末節骨無形成/低形成		1
	HP:0010414	Broad distal phalanx of the 2nd toe	幅広い第2趾末節骨		0
	HP:0010433	Short distal phalanx of the 2nd toe	短い第2趾末節骨	Reduced length of the distal phalanx of the second toe as a result of developmental hypoplasia.	0
	HP:0010435	Short middle phalanx of the 2nd toe	短い第2趾中節骨	Reduced length of the middle phalanx of second toe as a result of developmental hypoplasia.	0
	HP:0010440	Ectopic accesory toe-like appendage	異所性趾様副付属物	In contrast to forms of polydactyly where the supernumerary digit (this can either be a rudimentary or a completely 'normal' digit) is either located postaxial (on the fibular side of the foot, next top the little toe), preaxial (on the tibial side of the foot, next to the big toe) or mesoaxial (somewhere central, between big and little toe), a supernumerary digit may also be placed ectopically, meaning anywhere else except post-,meso- or preaxial. In the literature this is sometimes referred to as Disorganisation-like Syndrome (OMIM223200).	0
	HP:0010460	Abnormality of the female genitalia	女性性器異常	Abnormality of the female genital system.	0
	HP:0010483	Amniotic constriction rings of arms	腕の絞扼輪	Amniotic constriction rings affecting the arms.	0
	HP:0010495	Amniotic constriction rings of legs	下肢腕の絞扼輪	Amniotic constriction rings affecting the legs.	0
	HP:0010630	Abnormality of metatarsal epiphysis	中足骨骨端の異常	Any abnormality of a metatarsal bone epiphysis.	0
	HP:0010687	Low intestinal alkaline phosphatase	腸由来アルカリホスファターゼ低値	An abnormally reduced level of alkaline phosphatase, intestinal type in the blood.	0
	HP:0010847	EEG with spike-wave complexes (&lt;2.5 Hz)	棘波複合(<2.5Hz)を伴う脳波	The presence of complexes of slow spikes and slow waves (<2.5 Hz) in electroencephalography (EEG).	1
	HP:0010849	EEG with spike-wave complexes (&gt;3.5 Hz)	棘波複合(>3.5Hz)を伴う脳波	The presence of complexes of spikes and waves (>3.5 Hz) in electroencephalography (EEG).	1
	HP:0010898	Abnormality of sarcosine metabolism	サルコシン代謝の異常	An deviation from the normal concentration of sarcosine in the blood circulation.	0
	HP:0010900	Abnormality of threonine metabolism	スレオニン代謝の異常	Any deviation from the normal concentration of threonine in the blood circulation.	0
	HP:0010903	Abnormality of glutamine metabolism	グルタミン代謝の異常	Any deviation from the normal concentration of glutamine in the blood circulation.	0
2016	HP:0010904	Abnormality of histidine metabolism	ヒスチジンファミリーアミノ酸代謝の異常	An abnormality of a histidine metabolic process.	0
	HP:0010950	Abnormality of the fourth ventricle	第4脳室の異常	An abnormality of the fourth ventricle.	0
	HP:0010957	Congenital posterior urethral valve	先天性後部尿道弁	A developmental defect resulting in an obstructing membrane in the posterior male urethra.	0
	HP:0010967	Abnormality of carnitine metabolism	カルニチン代謝の異常	Any deviation from the normal concentration of carnitine in the blood circulation.	0
	HP:0010971	Absence of Lutheran antigen on erythrocytes	赤血球のLutheran抗原の欠損	Absence of the Lutheran antigen (a type I integral membrane glycoprotein) from the surface of red blood cells.	1
	HP:0011112	Abnormality of serum cytokine level	血清サイトカイン値の異常	Abnormality of the cytokine levels in the blood, i.e., an abnormality of any of the non-antibody proteins made by inflammatory leukocytes and some non-leukocytic cells that affect the behavior of other cells.	0
	HP:0011116	Abnormality of interferon secretion	インターフェロン分泌の異常	An abnormality in the production or cellular release of interferons (a class of cytokines).	0
	HP:0011124	Abnormality of epidermal morphology	表皮形態異常	An abnormality of the morphology of the epidermis.	0
	HP:0011205	EEG with intermittent slow activity	間歇的低振幅活動を伴う脳波	Non-continuous diffuse slowing of electroencephalographic patterns.	0
	HP:0011282	Abnormality of hindbrain morphology	後脳形態の異常	An abnormality of the hindbrain, also known as the rhombencephalon.	0
	HP:0011284	Short-segment aganglionic megacolon	短節性無神経節性巨大結腸	A type of aganglionic megacolon in which the aganglionic segment does not extend beyond the upper sigmoid.	0
	HP:0011287	EEG with occipital sharp slow waves	後頭棘除波を伴う脳波	EEG with sharp slow waves in the occipital region. Sharp slow waves are focal sharp transient waves of a duration between 80 and 200 msec followed by a slow wave.	0
	HP:0011314	Abnormality of long bone morphology	長管骨形態の異常	An abnormality of size or shape of the long bones.	0
	HP:0011339	Abnormality of upper lip vermillion	上口唇唇紅部の異常	An abnormality of the vermilion border, the sharp demarcation between the lip (red colored) and the adjacent normal skin.	0
	HP:0011343	Moderate global developmental delay	中等度の全般性発達遅滞	A moderate delay in the achievement of motor or mental milestones in the domains of development of a child.	0
2372,2054	HP:0011373	Incomplete partition of the cochlea	不完全な蝸牛分割	Incomplete formation of the cochlear partition. The scala vestibuli and scala tympani separated by the cochlear partition, except in the apical turn where the two scalae are in continuity via the helicotrema.	0
	HP:0011392	Abnormality of the vestibular nerve	前庭神経の異常		0
	HP:0011422	Abnormality of chloride homeostasis	クロールホメオスターシスの異常	An abnormality of chloride homeostasis or concentration in the body.	0
	HP:0011470	Nasogastric tube feeding in infancy	乳児期の鼻腔栄養	Feeding problem necessitating nasogastric tube feeding.	0
	HP:0011471	Gastrostomy tube feeding in infancy	乳児期の胃瘻管栄養	Feeding problem necessitating gastrostomy tube feeding.	0
	HP:0011479	Abnormality of the lacrimal punctum	涙点の異常	An abnormality of the lacrimal punctum, an opening on the eyelid close to the medial canthus that drains tears from the conjunctival sac into the lacrimal duct in the same eyelid.	0
	HP:0011493	Central opacification of the cornea	中心角膜石灰化	Reduced transparency of the central portion of the corneal stroma.	0
163,126	HP:0011541	Criss-cross atrioventricular valves	房室弁交叉	Crossing of the inflow streams of the two ventricles, due to an apparent twisting of the heart about its long axis.	0
	HP:0011569	Cleft anterior mitral valve leaflet	前部僧帽弁弁尖裂	Cleft in the anterior mitral valve leaflet not associated with an atrioventricular canal defect.	0
	HP:0011643	Coronary sinus atrial septal defect	冠状静脈洞心房中隔欠損	An atrial septal defect characterized by a deficiency in the tissue separating the coronary sinus from the left atrium (LA). This results in partial or complete unroofing of the coronary sinus leading to a predominantly left-to-right shunt through the coronary sinus (LA to coronary sinus to right atrium [RA]). The orifice of the ostium is frequently large because of the increased flow. From the RA side, the defect is located at the level of the coronary sinus ostium and may also include some deficiency in atrial tissue around the ostium. From the LA side, the size can be variable depending on the degree of unroofing of the coronary sinus.	0
	HP:0011647	Postductal coarctation of the aorta	大動脈の管後縮窄	Narrowing or constriction of the aorta localized distal to the ductus arteriosus, i.e., to the postductal region of aortic arch.	0
	HP:0011705	First degree atrioventricular block	1度房室ブロック	Delay of conduction through the atrioventricular node, which is manifested as prolongation of the PR interval in the electrocardiogram (EKG). All atrial impulses reach the ventricles.	0
	HP:0011752	Neoplasm of the posterior pituitary	下垂体後葉新生物	The presence of a neoplasm (tumour) in the neurohypophysis, which is also known as the posterior lobe of the hypophysis.	0
	HP:0011759	Pituitary gonadotropic cell adenoma	下垂体ゴナドトロピン産生細胞腺腫	A type of pituitary adenoma that produces gonadotropins.	0
	HP:0011765	obsolete Ectopic anterior pituitary	異所性下垂体前葉		0
	HP:0011881	Decreased platelet glycoprotein VI	血小板糖タンパクVIの減少	Decreased cell membrane concentration of glycoprotein VI.	1
	HP:0011975	Aminoglycoside-induced hearing loss	アミノグリコシド誘発性難聴	Partial or complete loss of hearing following ingestion of aminoglycoside antibiotics.	0
	HP:0012012	EEG with parietal focal spike waves	頭頂焦点性棘波を伴う脳波	EEG with focal sharp transient waves in the parietal region, i.e., focal sharp waves of a duration less than 80 msec followed by a slow wave.	0
	HP:0012013	EEG with temporal focal spike waves	側頭焦点性棘波を伴う脳波	EEG with focal sharp transient waves in the temporal region, i.e., focal sharp waves of a duration less than 80 msec followed by a slow wave.	0
	HP:0012025	Abnormality of ornithine metabolism	オルニチン代謝の異常	Deviation from the normal concentration of ornithine in the blood circulation.	0
	HP:0012176	Abnormality of natural killer cells	ナチュラルキラー細胞の異常	An anomaly of the natural killer cell, which is a lymphocyte that can spontaneously kill a variety of target cells without prior antigenic activation via germline encoded activation receptors. It also regulates immune responses via cytokine release and direct contact with other cells.	0
	HP:0012212	Abnormal glomerular filtration rate	糸球体濾過率異常	An abnormally increased or reduced amount of fluid filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.	0
	HP:0012301	Type II transferrin isoform profile	II型transferrinisoformプロフィール	Abnormal transferrin isoform profile consistent with a type II congenital disorder of glycosylation.	0
	HP:0012453	Bilateral wrist flexion contracture	両側性手関節屈曲拘縮	A chronic loss of wrist joint motion on the right and left sides.	0
	HP:0012465	Elevated hepatic iron concentration	肝の鉄濃度上昇	An increased level of iron in liver tissues.	0
	HP:0012497	Reduced maximal expiratory pressure	最大呼気圧減少	A decrease in the maximum amount of pressure of expired air achieved by a person after a full inspiration.	0
	HP:0012502	Abnormality of the internal capsule	内包の異常	An anomaly of the internal capsule, which is an area of white matter in the brain that separates the caudate nucleus and the thalamus from the putamen and the globus pallidus.	0
	HP:0012525	Abnormal alpha granule distribution	α顆粒分布の異常な	An anomalous location and arrangement of platelet alpha granules.	0
	HP:0012551	Absent neutrophil specific granules	好中球特異的顆粒の欠損	Lack of specific granules in neutrophils.	0
